symbol,YahooSymbolClean,industry,Main Industry,Sub Industry,country,HQ_Lat,HQ_Lon,HQ_Resolved_Address,companyName,exchange_code,inclusion_reason,product_url,marketCapBillions,marketCap,revenue,netIncome,price,peRatio,growthRevenue,growthNetIncome,returnOnAssetsTTM,returnOnEquityTTM,fcc_cik
DPRO,DPRO,Geospatial Technology,Technology,DATA-EO-DRONE,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
DRONACHRYA,DRONACHRYA,Geospatial Technology,Technology,DATA-EO-DRONE,India,,,,,BSE,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
DRO,DRO,Geospatial Technology,Technology,DATA-EO-DRONE,Australia,,,,,ASX,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
DRNG,DRNG,Geospatial Technology,Technology,DATA-EO-DRONE,United States,,,,,OTC,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
DSUS,DSUS,Geospatial Technology,Technology,DATA-EO-DRONE,United States,,,,,OTC,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
EH,EH,Geospatial Technology,Technology,DATA-EO-DRONE,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MLUAV,MLUAV,Geospatial Technology,Technology,DATA-EO-DRONE,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
UAV,UAV,Geospatial Technology,Technology,DATA-EO-DRONE,Canada,,,,,CSE,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
IDEAFORGE,IDEAFORGE,Geospatial Technology,Technology,DATA-EO-DRONE,India,,,,,NSE,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ONDS,ONDS,Communication Equipment,Communication Equipment,,United States,,,,Ondas Holdings Inc.,NASDAQ,Manufactures communication equipment with GPS/positioning capabilities and location-aware networking solutions.,,3.182376009,3182376009,7192694,-38007757,9.7338,-20.28,-0.541616411,0.1524614676,-0.302437119,-1.238656303,
PARRO,PARRO,Geospatial Technology,Technology,DATA-EO-DRONE,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
RKT,RKT,Geospatial Technology,Technology,DATA-EO-DRONE,Australia,,,,,ASX,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
RCAT,RCAT,Computer Hardware,Hardware,,United States,,,,"Red Cat Holdings, Inc.",NASDAQ,Designs computer hardware including GPS-enabled devices and location-aware computing systems.,,1.326589002,1326589002,7275456,-65420957,13.3,-25.58,-0.5921002365,-1.719908788,-0.5121068264,-1.35145312,
SKYX,SKYX,Geospatial Technology,Technology,DATA-EO-DRONE,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SPAI,SPAI,Geospatial Technology,Technology,DATA-EO-DRONE,Canada,,,,,CSE,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ALTD,ALTD,Geospatial Technology,Technology,DATA-EO-DRONE,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ZENA,ZENA,Geospatial Technology,Technology,DATA-EO-DRONE,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ZAIN,ZAIN,Geospatial Technology,Technology,DATA-EO-DRONE,Kuwait,,,,,KSE,"Company listed in The Geospatial Index under DATA-EO-DRONE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ABB,ABB,Geospatial Technology,Technology,DATA-EO-LEGACY,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
AIR,AIR,Aerospace & Defense,Aerospace/Defense,,United States,,,,AAR Corp.,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,3.015754123,3015754123,2780500000,12500000,83.51,104.39,0.1990598991,-0.7300215983,0.009864491245,0.02395805268,
BA,BA,Aerospace & Defense,Aerospace/Defense,,United States,,,,The Boeing Company,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",https://www.boeing.com/defense/support-systems/,164.3849021,164384902105,66518000000,-11817000000,217.395,-13.5,-0.1449469111,-4.318181818,-0.06886926251,1.253873239,
EMBJ,EMBJ,Geospatial Technology,Technology,DATA-EO-LEGACY,Brazil,,,,,BMFBOVESPA,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
IMP,IMP,Geospatial Technology,Technology,DATA-EO-LEGACY,Canada,,,,,TSX,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
KOG,KOG,Geospatial Technology,Technology,DATA-EO-LEGACY,Norway,,,,,OSL,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
LHX,LHX,Aerospace & Defense,Aerospace/Defense,,United States,,,,"L3Harris Technologies, Inc.",NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,56.01056968,56010569677,21325000000,1502000000,299.37,32.68,0.09815129512,0.2241238794,0.04114936954,0.08824638265,
LDO,LDO,Geospatial Technology,Technology,DATA-EO-LEGACY,Italy,,,,,MIL,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MDA,MDA,Geospatial Technology,Technology,DATA-EO-LEGACY,Canada,,,,,TSX,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
S,S,Software - Infrastructure,Software,Infrastructure,United States,,,,"SentinelOne, Inc.",NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",,5.774120885,5774120885,821461000,-288441000,17.985,-13.62,0.3224755858,0.1483703531,-0.1826704628,-0.2699087771,
SYXXF,SYXXF,Geospatial Technology,Technology,DATA-EO-LEGACY,United States,,,,,OTC,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TDY,TDY,Geospatial Technology,Technology,DATA-EO-LEGACY,United States,,,,,NYSE,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
UZMA,UZMA,Geospatial Technology,Technology,DATA-EO-LEGACY,Malaysia,,,,,MYX,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
VIRI,VIRI,Geospatial Technology,Technology,DATA-EO-LEGACY,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under DATA-EO-LEGACY category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
AAC,AAC,Geospatial Technology,Technology,DATA-EO-NEWSPACE,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under DATA-EO-NEWSPACE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
BKSY,BKSY,Geospatial Technology,Technology,DATA-EO-NEWSPACE,United States,,,,,NYSE,"Company listed in The Geospatial Index under DATA-EO-NEWSPACE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
GOMX,GOMX,Geospatial Technology,Technology,DATA-EO-NEWSPACE,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under DATA-EO-NEWSPACE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ISI,ISI,Geospatial Technology,Technology,DATA-EO-NEWSPACE,Israel,,,,,TASE,"Company listed in The Geospatial Index under DATA-EO-NEWSPACE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
LUNR,LUNR,Aerospace & Defense,Aerospace/Defense,,United States,,,,"Intuitive Machines, Inc.",NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,2.254361687,2254361687,228000000,-283413000,11.47,-3.37,1.867167163,-5.512658429,-0.5063272776,0.4816779896,
PL,PL,Aerospace & Defense,Aerospace/Defense,,United States,,,,Planet Labs PBC,NASDAQ,Pure-play geospatial company specializing in Planet geospatial solutions and services.,https://docs.planet.com,4.733425451,4733425451,244352000,-123196000,15.375,-43.93,0.1071881683,0.1232163064,-0.1298847686,-0.2025434649,
RDW,RDW,Aerospace & Defense,Aerospace/Defense,,United States,,,,Redwire Corporation,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,1.551671013,1551671013,304101000,-114315000,10.77,-3.15,0.247337982,-3.19304552,-0.1246895277,-0.8048327197,
SCW,SCW,Geospatial Technology,Technology,DATA-EO-NEWSPACE,Poland,,,,,NEWCONNECT,"Company listed in The Geospatial Index under DATA-EO-NEWSPACE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SSIT,SSIT,Geospatial Technology,Technology,DATA-EO-NEWSPACE,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under DATA-EO-NEWSPACE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SATL,SATL,Geospatial Technology,Technology,DATA-EO-NEWSPACE,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-EO-NEWSPACE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SIDU,SIDU,Geospatial Technology,Technology,DATA-EO-NEWSPACE,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-EO-NEWSPACE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SPIR,SPIR,Specialty Business Services,Specialty Business Services,,United States,,,,"Spire Global, Inc.",NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,0.425284078,425284078,110451000,-102818000,13.685,-3.55,0.1315309593,-0.6076365001,-0.4689148942,-6.022816728,
AEVA,AEVA,Auto - Parts,Auto,Parts,United States,,,,"Aeva Technologies, Inc.",NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,0.977150374,977150374,9065000,-152261000,17.3476,-2.92,1.102272727,-0.01960718662,-3.303941897,-6.720507914,
LIDR,LIDR,Geospatial Technology,Technology,DATA-LiDAR,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-LIDAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
AME,AME,Industrial - Machinery,Industrial,Machinery,United States,,,,"AMETEK, Inc.",NASDAQ,Manufactures industrial machinery with integrated GPS and positioning systems for construction and manufacturing.,,42.90893623,42908936228,6941180000,1376124000,185.79,29.97,0.05218017417,0.04792611568,0.09416818971,0.145346045,
ECX,ECX,Geospatial Technology,Technology,DATA-LiDAR,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-LIDAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
HSAI,HSAI,Geospatial Technology,Technology,DATA-LiDAR,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-LIDAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
INVZ,INVZ,Auto - Parts,Auto,Parts,United States,,,,Innoviz Technologies Ltd.,NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,0.46083849,460838490,24268000,-94757000,2.2953,-4.68,0.1624832343,0.2324509534,-0.4935177526,-0.8009085978,
INDI,INDI,Semiconductors,Semiconductors,,United States,,,,"indie Semiconductor, Inc.",NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,0.858737694,858737694,216682000,-132603000,4.325,-5.15,-0.02906765725,-0.1273368757,-0.1796249553,-0.3673247643,
LAZR,LAZR,Geospatial Technology,Technology,DATA-LiDAR,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-LIDAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MVIS,MVIS,Geospatial Technology,Technology,DATA-LiDAR,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-LIDAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
OUST,OUST,Geospatial Technology,Technology,DATA-LiDAR,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-LIDAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
WPHO,WPHO,Geospatial Technology,Technology,DATA-LiDAR,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under DATA-LIDAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
T,T,Telecommunications Services,Telecommunications,,United States,,,,AT&T Inc.,NASDAQ,Provides telecommunications services that rely on geospatial infrastructure for network optimization and location-based services.,,193.4179272,193417927234,122336000000,10948000000,27.05,15.46,-0.0007514620838,-0.2397222222,0.03146062428,0.1227404694,
GBG,GBG,Geospatial Technology,Technology,DATA-MISC,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under DATA-MISC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
GRAB,GRAB,Software - Application,Software,Application,United States,,,,Grab Holdings Limited,NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,24.43183896,24431838960,2797000000,-105000000,6.18,309.0,0.1856718949,0.7580645161,0.01004934948,0.01750068362,
EFX,EFX,Consulting Services,Consulting Services,,United States,,,,Equifax Inc.,NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,29.14337914,29143379137,5681100000,604100000,235.46,46.17,0.07899035174,0.107830552,0.05367556365,0.1292937051,
TEF,TEF,Geospatial Technology,Technology,DATA-MISC,Spain,,,,,BME,"Company listed in The Geospatial Index under DATA-MISC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ALPHAGEO,ALPHAGEO,Geospatial Technology,Technology,DATA-SURVEYING-HYDROGRAPHIC,India,,,,,NSE,"Company listed in The Geospatial Index under DATA-SURVEYING-HYDROGRAPHIC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CODA,CODA,Geospatial Technology,Technology,DATA-SURVEYING-HYDROGRAPHIC,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-SURVEYING-HYDROGRAPHIC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
FUR,FUR,Geospatial Technology,Technology,DATA-SURVEYING-HYDROGRAPHIC,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under DATA-SURVEYING-HYDROGRAPHIC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
PNG,PNG,Geospatial Technology,Technology,DATA-SURVEYING-HYDROGRAPHIC,Canada,,,,,TSXV,"Company listed in The Geospatial Index under DATA-SURVEYING-HYDROGRAPHIC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
OII,OII,Oil & Gas Equipment & Services,Energy,,United States,,,,"Oceaneering International, Inc.",NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,2.457591292,2457591292,2661161000,147468000,24.525,12.39,0.09751903942,0.5139985421,0.08685193475,0.2665698784,
PSD,PSD,Geospatial Technology,Technology,DATA-SURVEYING-HYDROGRAPHIC,Canada,,,,,TSX,"Company listed in The Geospatial Index under DATA-SURVEYING-HYDROGRAPHIC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SUBC,SUBC,Geospatial Technology,Technology,DATA-SURVEYING-HYDROGRAPHIC,Norway,,,,,OSL,"Company listed in The Geospatial Index under DATA-SURVEYING-HYDROGRAPHIC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TGS,TGS,Geospatial Technology,Technology,DATA-SURVEYING-HYDROGRAPHIC,Norway,,,,,OSL,"Company listed in The Geospatial Index under DATA-SURVEYING-HYDROGRAPHIC category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MMM,MMM,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,United States,,,,,NYSE,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CLH,CLH,Waste Management,Waste Management,,United States,,,,"Clean Harbors, Inc.",NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,12.32101881,12321018806,5889952000,402299000,229.73,32.27,0.08888639106,0.06468866446,0.0517171602,0.1481725944,
CIGI,CIGI,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Canada,,,,,TSX,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
COST,COST,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
DY,DY,Engineering & Construction,Engineering & Construction,,United States,,,,"Dycom Industries, Inc.",NASDAQ,"Operates construction services using GPS for surveying, equipment positioning, and project management.",,8.335306596,8335306596,4702014000,233413000,287.88,32.38,0.1260760796,0.06618765502,0.08105470812,0.2043508831,
FLR,FLR,Engineering & Construction,Engineering & Construction,,United States,,,,Fluor Corporation,NASDAQ,"Operates construction services using GPS for surveying, equipment positioning, and project management.",,7.006533839,7006533839,16315000000,2145000000,43.34,1.79,0.05434923097,14.43165468,0.3508652867,1.051080051,
DCH,DCH,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Vietnam,,,,,UPCOM,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
KIE,KIE,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
GPSO,GPSO,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Indonesia,,,,,IDX,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
IND,IND,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Thailand,,,,,SET,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MTZ,MTZ,Engineering & Construction,Engineering & Construction,,United States,,,,"MasTec, Inc.",NASDAQ,"Operates construction services using GPS for surveying, equipment positioning, and project management.",,17.03070371,17030703712,12303464000,162788000,215.83,64.43,0.02563618639,4.259084266,0.02908940671,0.0919756763,
PWR,PWR,Engineering & Construction,Engineering & Construction,,United States,,,,"Quanta Services, Inc.",NASDAQ,"Operates construction services using GPS for surveying, equipment positioning, and project management.",,62.7642724,62764272404,23672795000,904824000,424.14,65.86,0.1336347798,0.2150360755,0.04885627178,0.1308724048,
SKA,SKA,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
STR,STR,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Austria,,,,,VIE,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TPHQ,TPHQ,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,India,,,,,NSE,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TRMB,TRMB,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
USC,USC,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Vietnam,,,,,UPCOM,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
VRS,VRS,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Australia,,,,,ASX,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
WSP,WSP,Geospatial Technology,Technology,DATA-SURVEYING-TERRESTRIAL,Canada,,,,,TSX,"Company listed in The Geospatial Index under DATA-SURVEYING-TERRESTRIAL category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
NTAP,NTAP,Computer Hardware,Hardware,,United States,,,,"NetApp, Inc.",NASDAQ,Designs computer hardware including GPS-enabled devices and location-aware computing systems.,,24.13186668,24131866684,6572000000,1186000000,120.89,21.4,0.04850031908,0.2028397566,0.1209835727,1.200410046,
VRSN,VRSN,Software - Infrastructure,Software,Infrastructure,United States,,,,"VeriSign, Inc.",NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",,25.55371433,25553714334,1557400000,785700000,273.5692,33.73,0.04306476458,-0.03901663405,0.5679073732,-0.4084656355,
EXL,EXL,Geospatial Technology,Technology,SPATIALDATABASE,Germany,,,,,XETR,"Company listed in The Geospatial Index under SPATIALDATABASE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
HCLTECH,HCLTECH,Geospatial Technology,Technology,SPATIALDATABASE,India,,,,,NSE,"Company listed in The Geospatial Index under SPATIALDATABASE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MDB,MDB,Software - Infrastructure,Software,Infrastructure,United States,,,,"MongoDB, Inc.",NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",,26.26558928,26265589279,2006443000,-129072000,322.84,-358.71,0.1921746204,0.2691279728,-0.02219724618,-0.03065226112,
ORCL,ORCL,Software - Infrastructure,Software,Infrastructure,United States,,,,Oracle Corporation,NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",https://www.oracle.com/database/spatial/,810.9574558,810957455792,57399000000,12443000000,289.08,65.85,0.08379751138,0.1887837967,0.06894468797,0.6628041715,1341439
PRGS,PRGS,Software - Application,Software,Application,United States,,,,Progress Software Corporation,NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,1.998662522,1998662522,753409000,68438000,46.35,42.52,0.08491746575,-0.02505805091,0.02004161521,0.1077945917,
BLN,BLN,Geospatial Technology,Technology,DEVICE,Canada,,,,,TSX,"Company listed in The Geospatial Index under DEVICE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CAT,CAT,Agricultural - Machinery,Agricultural,Machinery,United States,,,,Caterpillar Inc.,NASDAQ,Produces agricultural machinery with GPS guidance systems and precision farming technology for crop management.,https://www.cat.com/en_US/products/technology/grade-with-3d.html,235.9025617,235902561677,64809000000,10792000000,503.55,25.67,-0.03356695497,0.04421867441,0.1044782729,0.4992065171,
CAT,CAT,Agricultural - Machinery,Agricultural,Machinery,United States,,,,Caterpillar Inc.,NASDAQ,Produces agricultural machinery with GPS guidance systems and precision farming technology for crop management.,https://www.cat.com/en_US/products/technology/grade-with-3d.html,235.9025617,235902561677,64809000000,10792000000,503.55,25.67,-0.03356695497,0.04421867441,0.1044782729,0.4992065171,
GRMN,GRMN,Geospatial Technology,Technology,DEVICE,United States,,,,,NYSE,"Company listed in The Geospatial Index under DEVICE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
GSAT,GSAT,Telecommunications Services,Telecommunications,,United States,,,,"Globalstar, Inc.",NASDAQ,Provides telecommunications services that rely on geospatial infrastructure for network optimization and location-based services.,,5.29494595,5294945950,250349000,-63164000,41.8002,-97.21,0.1185882542,-1.55538474,-0.02011786403,-0.1053572898,
LBAS,LBAS,Geospatial Technology,Technology,DEVICE,United States,,,,,OTC,"Company listed in The Geospatial Index under DEVICE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TRCK,TRCK,Geospatial Technology,Technology,DEVICE,United States,,,,,OTC,"Company listed in The Geospatial Index under DEVICE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
VC,VC,Auto - Parts,Auto,Parts,United States,,,,Visteon Corporation,NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,3.341070581,3341070581,3866000000,274000000,122.4897,11.56,-0.02225594335,-0.4362139918,0.09116541353,0.2260633133,
SPA,SPA,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
APPN,APPN,Software - Infrastructure,Software,Infrastructure,United States,,,,Appian Corporation,NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",,2.243534925,2243534925,617022000,-92262000,30.31,-131.78,0.1313968861,0.172100035,-0.02917656937,0.4105593502,
ACP,ACP,Geospatial Technology,Technology,GEOSPATIALSOFTWARE,Poland,,,,,GPW,"Company listed in The Geospatial Index under GEOSPATIALSOFTWARE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
